Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1079,0,3,373,1,3,3,0,4,0,5,2,2,0,2,4,4,95,44,1,1,12,13,3,4,2,227,0,320,268,1,2,1,4,231,0,0,106,0,0,1,0,3,1,3,3,6,0,1,49,2,0,52,0,0,0,0,0,3,1,8,4,126000
1080,0,3,672,1,3,3,0,4,0,14,2,2,0,2,5,6,72,54,1,1,12,13,2,2,1,329,0,383,438,1,0,1,4,423,0,0,257,0,1,2,0,3,1,2,3,6,0,2,205,2,19,0,0,12,0,0,0,9,2,0,0,145000
1081,0,3,227,1,3,3,0,0,0,19,1,2,0,2,4,4,64,13,1,1,6,6,3,4,1,420,0,120,300,1,1,1,4,265,0,0,125,1,0,1,1,3,1,3,3,6,0,1,56,2,0,0,90,0,0,0,0,5,4,8,4,133000
1082,0,3,365,1,3,3,0,4,0,5,2,2,0,2,6,4,103,52,1,1,12,13,2,4,2,0,0,718,537,1,0,1,4,526,0,0,370,0,0,2,0,3,1,2,4,6,1,2,204,2,118,27,0,0,0,0,0,8,1,8,4,192000
1083,0,3,378,1,3,3,0,4,0,12,2,2,0,2,5,5,65,14,3,1,6,6,3,4,1,265,0,432,433,1,4,1,4,419,0,0,253,1,0,1,0,3,1,3,4,6,2,1,150,2,0,97,0,0,0,0,10,2,0,8,4,160000
1084,5,3,857,1,1,3,0,0,0,8,2,2,0,5,5,4,96,46,1,1,6,6,3,4,2,287,0,37,79,1,2,1,4,41,208,0,395,0,0,2,1,3,1,3,4,6,1,2,108,2,199,32,0,0,0,0,0,6,0,8,4,187500
1085,9,3,419,1,3,3,0,4,0,20,2,2,0,6,5,5,93,42,1,1,6,6,3,4,2,382,0,103,225,1,0,1,4,235,0,0,107,1,0,1,0,2,1,2,3,6,0,2,230,2,59,0,0,0,0,0,0,3,4,8,4,147000
1086,12,4,13,1,3,3,0,4,0,10,2,2,4,5,3,4,74,23,1,1,5,5,3,4,1,129,0,119,30,1,4,1,4,10,70,0,153,0,0,1,1,3,1,3,4,6,0,1,41,2,59,81,0,0,0,0,0,4,4,8,4,83500
1087,5,1,616,1,3,3,0,4,0,21,2,2,0,5,7,4,106,56,1,1,12,13,2,4,2,0,0,620,328,1,0,1,4,298,242,0,644,0,0,2,1,3,1,2,7,6,1,3,430,2,91,38,0,0,0,0,0,4,3,8,4,252000
1088,12,4,26,1,3,3,0,4,0,7,2,2,3,5,6,4,105,54,1,1,12,13,2,4,2,0,0,578,252,1,0,1,4,215,169,0,530,0,0,2,0,3,1,2,5,0,0,2,90,2,0,28,0,0,0,0,0,3,0,8,4,137500
1089,11,1,44,1,0,3,0,4,0,21,2,2,4,2,7,4,106,55,1,1,8,8,2,4,2,508,0,117,430,1,0,1,4,416,0,0,250,1,0,1,1,1,1,2,2,6,1,2,221,2,0,70,0,0,0,0,0,3,0,8,4,197000
1090,10,3,345,1,3,3,0,0,0,12,2,2,2,2,2,3,51,0,1,1,3,3,3,4,3,0,0,0,0,5,1,0,0,265,0,0,125,0,0,2,0,2,2,3,4,6,0,2,101,2,0,0,0,0,0,0,0,5,3,8,4,92900
1091,12,1,17,1,3,3,0,4,0,21,2,2,3,5,6,4,100,50,1,1,8,8,2,4,2,236,0,32,42,1,0,1,4,22,110,0,254,1,0,2,1,2,1,2,2,6,0,2,151,2,0,36,0,0,0,0,0,2,2,8,4,160000
1092,4,3,320,1,3,0,0,4,0,18,2,2,0,0,5,4,29,0,1,1,8,8,3,4,2,187,0,472,389,1,1,1,4,495,12,0,520,0,0,2,0,4,1,3,5,6,1,2,240,2,212,0,45,0,0,0,0,5,2,8,4,136500
1093,0,3,441,1,3,3,0,0,0,12,1,2,0,2,4,7,66,48,3,1,8,8,3,4,1,333,0,114,185,1,2,1,4,384,0,0,221,1,0,1,1,1,1,2,4,6,0,2,406,2,0,52,0,0,0,0,0,9,0,8,4,146000
1094,0,3,131,1,3,3,0,4,0,12,2,2,0,2,4,6,57,50,1,1,8,8,3,4,1,82,52,287,225,1,0,1,4,189,0,0,80,1,0,1,0,2,1,3,2,6,0,1,56,2,0,0,24,0,28,0,0,4,4,8,4,129000
1095,0,3,456,1,0,3,0,4,0,5,2,2,0,2,5,4,107,56,1,1,12,13,2,4,2,4,0,678,471,1,2,1,4,457,0,0,287,0,0,2,0,3,1,2,4,6,1,2,133,2,0,12,0,0,0,0,0,2,1,8,4,176432
1096,6,4,169,1,3,3,0,4,0,9,2,2,0,5,5,6,18,56,1,1,13,14,3,4,2,0,0,424,75,1,4,1,4,79,89,0,311,0,0,1,1,3,1,2,5,6,0,0,0,2,71,0,40,0,0,0,0,2,1,8,4,127000
1097,11,3,54,1,3,3,0,4,0,22,2,2,4,2,7,4,87,36,1,1,6,6,2,4,1,0,0,617,323,1,0,1,4,301,0,0,151,0,0,1,1,2,1,2,3,6,0,2,150,2,0,61,50,0,0,0,0,9,1,8,4,170000
1098,4,4,135,1,3,3,0,4,0,3,2,2,0,0,3,5,39,0,1,1,8,8,3,4,0,339,0,0,70,1,4,1,4,70,81,0,293,0,0,1,0,3,1,3,4,6,0,1,19,2,0,0,0,0,0,0,0,6,3,8,4,128000
1099,0,3,761,1,0,3,0,4,0,14,6,2,0,2,6,4,79,28,1,1,9,10,3,4,1,359,0,363,447,1,4,1,4,600,0,0,460,0,0,2,0,3,1,3,5,6,1,2,164,2,0,0,0,0,0,0,0,3,3,0,0,157000
1100,1,3,320,1,3,0,0,4,0,18,2,2,0,2,1,4,24,0,1,1,13,14,3,4,1,102,0,0,5,1,4,0,1,2,0,0,1,0,0,1,0,1,1,1,1,6,0,1,21,0,0,0,0,0,0,0,0,0,3,8,4,60000
1101,0,3,509,1,0,3,0,4,0,12,2,2,0,2,4,4,72,21,1,1,6,8,3,4,1,178,58,146,235,1,4,1,4,197,0,0,85,0,0,1,0,3,1,3,3,6,0,1,36,2,0,0,0,0,0,0,0,6,1,8,4,119500
1102,0,3,181,1,3,3,0,4,0,12,2,2,0,2,4,6,61,52,1,1,13,14,3,4,1,286,0,268,284,1,0,1,4,337,0,0,184,0,0,1,0,2,1,3,4,6,0,1,25,2,0,7,0,0,0,0,0,3,1,8,3,135000
1103,0,3,394,1,3,3,0,0,0,12,2,2,0,2,5,5,60,9,3,1,3,3,3,4,1,328,0,0,63,1,0,1,4,380,0,0,217,0,1,1,0,3,1,3,4,6,1,2,213,2,0,0,77,0,0,0,0,6,0,8,4,159500
1104,12,4,15,1,3,3,0,4,0,2,2,2,4,5,4,4,71,20,1,1,6,6,3,4,1,0,0,397,53,1,4,1,4,25,130,0,281,0,0,2,1,3,1,3,4,6,0,2,133,2,0,0,0,0,0,0,0,3,1,8,4,106000
1105,5,3,803,1,0,3,0,0,0,15,2,2,0,5,7,4,95,45,1,1,6,6,2,4,2,506,0,276,540,1,0,1,4,547,346,0,814,1,0,2,1,3,1,2,7,6,2,2,323,2,114,21,0,0,0,0,0,3,4,8,4,325000
1106,0,3,589,1,0,3,0,0,0,20,1,2,0,2,6,4,91,41,3,1,6,6,2,4,2,377,0,90,207,1,2,1,4,520,0,0,363,1,0,2,0,3,1,2,4,6,1,2,326,2,0,175,0,0,0,0,0,4,1,8,4,179900
1107,5,3,1036,1,2,1,0,1,0,8,2,2,0,5,6,4,107,56,1,1,12,13,2,4,2,0,0,532,187,1,0,1,4,153,349,0,678,0,0,2,1,3,1,2,7,6,1,2,116,2,0,84,0,0,0,0,0,8,0,6,5,274725
1108,5,3,282,1,3,3,0,4,0,8,2,2,0,5,5,4,101,50,1,1,12,13,3,4,2,0,0,557,216,1,0,1,4,195,171,0,517,0,0,2,1,3,1,3,5,6,1,2,152,2,46,36,0,0,0,0,0,10,1,8,0,181000
1109,0,3,715,1,0,3,0,4,0,16,2,2,0,2,7,4,105,55,1,1,8,8,2,4,2,508,0,498,666,1,0,1,4,686,0,0,591,1,0,2,0,3,1,2,5,6,1,3,395,2,64,146,0,0,0,0,0,2,3,8,4,280000
1110,5,3,277,1,3,3,0,4,0,8,2,2,0,5,5,4,96,46,1,1,6,6,3,4,2,68,0,357,125,1,2,1,4,79,254,0,495,1,0,2,1,3,1,3,6,6,1,2,124,2,142,70,0,0,0,0,0,5,2,8,4,188000
1111,5,3,607,1,3,3,0,4,0,14,2,2,0,5,6,5,77,26,3,1,9,10,3,4,1,173,0,250,145,1,4,1,4,310,239,0,651,0,0,2,1,4,1,3,6,6,1,2,169,2,0,57,0,0,0,0,0,8,2,8,4,205000
1112,0,3,193,1,0,3,0,0,0,12,2,2,0,2,4,6,58,7,1,1,14,15,3,4,1,362,0,44,155,1,4,1,0,109,0,0,35,1,0,1,0,2,1,3,3,6,0,1,56,2,0,0,0,0,0,0,0,6,0,8,4,129900
1113,0,3,395,1,3,3,0,4,0,12,2,2,0,2,4,6,54,56,1,1,13,14,3,4,1,320,0,227,283,1,2,1,4,246,0,0,114,1,0,1,0,2,1,2,4,6,0,1,19,2,0,9,0,0,0,0,0,4,1,8,4,134500
1114,0,3,113,1,3,3,0,4,0,17,2,2,0,2,4,6,55,50,1,1,8,8,3,2,1,180,0,266,165,1,0,1,4,119,0,0,39,0,0,1,0,2,1,2,2,6,0,1,66,2,0,0,0,0,0,0,0,7,0,8,4,117000
1115,0,3,779,1,3,3,0,4,0,16,2,2,0,2,7,4,108,57,3,1,12,13,2,4,2,497,0,453,650,1,0,1,4,665,0,0,547,1,0,2,0,3,1,0,5,6,1,3,420,2,0,0,0,0,0,0,0,10,1,6,5,318000
1116,8,3,249,1,3,3,0,4,0,8,2,2,0,7,7,4,103,52,3,1,12,13,2,4,2,140,0,14,10,1,0,1,4,82,116,0,349,1,0,2,1,3,1,2,5,6,1,2,204,2,59,0,0,0,0,0,0,2,3,8,4,184100
1117,0,3,511,1,0,3,0,2,0,19,1,2,0,2,4,6,68,53,1,1,12,13,3,4,1,358,0,106,201,1,0,1,4,158,0,0,61,1,0,1,0,3,1,2,3,6,0,2,139,2,0,0,0,0,0,0,0,4,2,8,4,130000
1118,8,3,903,1,3,3,0,4,0,19,2,2,0,7,4,5,59,37,1,1,8,8,3,2,1,0,0,341,25,1,4,1,4,253,87,0,460,0,1,1,0,3,1,3,4,3,0,1,50,2,178,23,0,0,0,0,0,11,2,8,4,140000
1119,0,3,231,1,3,3,0,4,0,12,2,2,0,2,4,4,60,9,1,1,3,14,3,4,1,149,0,418,300,1,4,1,0,265,0,0,125,0,0,1,0,3,1,3,4,6,0,1,41,2,74,0,103,0,0,0,0,6,0,8,4,133700
1120,1,4,309,1,3,0,0,4,1,9,2,2,0,2,5,4,24,0,1,1,3,3,3,4,0,0,0,597,285,1,4,1,0,248,0,0,115,0,0,1,0,2,1,3,4,6,1,1,56,2,0,12,38,0,0,0,0,4,1,8,4,118400
1121,0,3,551,1,3,3,0,4,0,5,2,2,0,2,6,4,106,56,1,1,12,13,2,4,2,4,0,730,578,1,0,1,4,574,0,0,428,0,0,2,0,3,1,2,5,6,0,3,354,2,78,10,0,0,0,0,0,6,0,6,5,212900
1122,0,3,398,1,0,3,0,0,0,7,2,2,0,2,3,2,57,6,1,1,0,0,3,4,1,0,0,419,70,1,0,1,0,206,0,0,91,0,0,1,0,3,1,3,3,6,0,1,43,2,25,0,0,0,28,0,0,9,3,0,0,112000
1123,0,3,467,1,3,3,0,4,0,7,2,2,0,2,4,8,48,58,3,1,12,13,3,0,1,0,0,432,83,1,0,1,4,46,0,0,11,0,1,1,0,2,1,3,2,6,0,0,0,2,0,155,0,0,0,0,0,5,3,8,4,118000
1124,8,3,425,1,0,3,0,4,0,8,2,2,0,7,6,4,93,42,1,1,6,6,3,4,2,0,0,240,9,1,2,1,4,105,129,0,386,0,0,2,1,3,1,2,5,6,1,2,96,2,46,15,0,0,0,0,0,6,1,8,4,163900
1125,0,3,600,1,3,3,0,4,0,12,2,2,0,2,3,4,56,5,1,1,9,10,3,4,1,0,0,593,280,1,4,1,4,243,0,0,112,0,0,1,0,2,1,1,3,6,1,2,300,2,0,0,0,0,0,0,0,10,3,8,4,115000
1126,11,3,53,1,3,3,0,4,0,0,2,2,4,2,6,4,108,57,3,1,12,13,2,4,2,0,0,698,498,1,0,1,4,577,0,0,431,0,0,2,0,2,1,2,5,6,1,3,291,2,77,10,0,0,0,0,0,5,3,8,4,174000
1127,0,3,934,1,2,3,0,0,0,8,2,2,0,2,6,4,105,54,3,1,12,13,2,4,2,579,0,131,573,1,0,1,4,563,0,0,418,1,0,2,0,3,1,2,5,6,1,3,279,2,78,25,0,0,0,0,0,10,1,8,3,259000
1128,5,3,754,1,0,3,0,4,0,8,2,2,0,5,6,4,105,55,1,1,12,13,2,4,2,0,0,523,173,1,0,1,4,127,342,0,647,0,0,2,1,4,1,2,6,6,1,2,127,2,46,36,0,0,0,0,0,6,1,8,4,215000
1129,10,4,202,1,3,3,0,4,0,17,2,2,2,6,4,4,81,30,1,1,8,8,3,4,1,468,0,0,225,1,4,1,4,189,0,0,80,1,0,1,0,2,1,3,2,6,0,2,300,2,16,0,0,0,0,0,0,7,1,8,4,140000
1130,4,3,254,1,3,3,0,4,0,18,2,2,0,0,3,2,32,0,1,1,14,10,3,4,0,307,0,323,356,1,4,1,4,465,122,0,661,1,0,2,0,4,1,2,5,3,2,2,240,2,246,32,0,0,0,0,0,11,3,8,4,135000
1131,0,3,639,1,3,3,0,4,0,11,2,2,0,2,4,4,92,42,1,1,6,6,3,4,2,64,0,474,256,1,4,1,4,218,0,0,99,0,0,1,0,3,1,3,3,6,0,0,0,2,0,18,0,0,0,0,0,8,1,7,0,93500
1132,6,4,528,1,3,3,0,4,0,17,2,2,0,5,5,3,2,0,1,1,13,14,3,4,0,0,0,595,283,2,4,1,4,370,313,0,738,0,0,2,0,5,1,1,6,6,0,1,9,0,0,36,0,0,0,0,0,4,1,8,4,117500
1133,5,3,520,1,0,3,0,4,0,20,2,2,0,5,7,4,96,45,1,1,12,13,2,4,2,283,0,349,360,1,0,1,4,343,248,0,677,0,0,2,1,3,1,2,6,6,1,2,153,2,0,129,0,0,0,0,0,5,3,8,4,239500
1134,5,3,372,1,0,1,0,4,0,8,2,2,0,5,5,4,98,47,1,1,12,13,3,4,2,0,0,554,212,1,2,1,4,175,136,0,459,0,0,2,1,3,1,3,5,6,1,2,149,2,46,26,0,0,0,0,0,7,1,8,4,169000
1135,1,4,143,1,3,3,0,0,0,3,2,2,0,2,5,4,30,0,1,1,13,14,3,4,0,0,0,572,244,1,4,0,4,228,0,0,103,0,0,1,0,2,1,3,3,6,1,1,3,2,0,108,0,0,0,0,0,4,1,8,4,102000
1136,4,3,498,1,3,3,0,4,0,12,2,2,0,0,5,4,51,0,1,1,12,13,3,4,1,96,0,469,297,1,4,1,0,259,6,0,254,0,0,1,0,3,1,3,4,6,0,1,43,2,0,0,31,0,0,0,0,3,2,8,0,119000
1137,4,3,151,1,3,3,0,4,0,19,1,2,0,0,4,7,1,46,1,1,12,13,3,2,1,0,0,487,130,1,2,0,4,83,8,0,117,0,0,1,0,2,1,3,4,6,0,0,0,0,0,0,69,0,0,0,0,4,4,8,4,94000
1138,0,3,518,1,0,3,0,4,1,11,2,2,0,2,5,4,78,27,1,1,9,7,3,4,2,620,0,0,586,1,4,1,4,584,0,0,441,1,0,2,0,2,1,2,3,6,2,2,324,2,170,21,0,0,0,0,0,4,3,8,4,196000
1139,1,3,360,1,0,3,0,4,0,3,2,2,0,2,4,4,24,0,1,1,11,12,3,1,0,322,0,158,211,1,4,1,4,364,0,0,206,0,0,1,0,3,1,3,4,0,1,2,177,2,0,0,88,0,14,0,0,4,1,8,4,144000
1140,0,3,215,1,3,3,0,0,0,12,2,2,0,2,4,6,52,1,1,1,6,6,3,4,1,434,0,38,237,1,4,1,4,199,0,0,87,1,0,1,0,2,1,3,2,6,0,2,382,2,0,0,0,0,0,0,0,5,2,0,0,139000
1141,5,3,583,1,0,3,0,1,0,14,4,2,0,5,4,6,77,26,1,1,9,10,3,2,1,158,0,249,130,1,0,1,4,301,193,0,609,1,0,2,1,4,1,2,7,6,1,2,170,2,250,81,0,0,0,0,0,9,3,8,4,197500
1142,5,3,536,1,3,3,0,4,0,5,2,2,0,5,7,4,107,57,3,1,12,13,2,4,2,537,0,193,541,1,0,1,4,530,398,0,837,1,0,3,0,4,1,2,9,6,1,3,431,2,64,122,0,0,0,0,0,3,1,6,5,424870
1143,0,3,409,1,3,3,0,4,0,19,2,2,0,2,4,2,60,9,1,1,13,10,3,4,1,101,0,445,281,1,4,1,4,244,0,0,113,0,0,1,0,3,1,3,3,6,0,0,0,2,0,14,0,0,0,0,0,6,2,8,4,80000
1144,14,3,793,1,3,3,0,4,0,7,2,2,1,0,3,3,44,0,1,1,8,8,3,1,0,135,0,201,70,3,1,0,0,32,9,0,74,1,0,1,0,2,1,1,3,6,0,1,36,2,0,0,0,0,0,0,0,6,4,8,4,80000
1145,4,4,145,1,3,3,0,4,0,3,2,2,0,0,4,5,32,0,1,1,8,8,3,4,0,0,0,605,302,1,0,1,4,267,66,0,448,0,0,1,0,3,1,3,6,6,1,1,15,2,0,0,0,0,0,0,0,7,0,8,3,149000
1146,0,3,690,1,3,3,0,4,0,20,2,2,0,2,5,4,86,35,1,1,13,15,2,4,1,568,0,12,462,1,4,1,4,448,0,0,279,1,0,2,0,3,1,2,3,6,1,2,103,2,95,16,0,0,0,0,0,4,0,8,4,180000
1147,6,3,774,1,3,0,0,4,0,6,2,2,0,5,6,6,44,0,1,1,8,8,3,4,1,95,0,274,86,1,0,1,4,136,150,0,439,0,0,1,1,3,1,1,5,6,1,1,18,2,0,0,0,0,0,0,0,6,3,8,4,174500
1148,4,4,124,1,3,3,0,4,0,17,2,2,0,0,6,6,30,0,1,1,13,14,3,4,2,0,0,367,37,1,4,1,4,13,67,0,166,0,0,1,0,2,1,3,3,6,1,1,43,2,0,0,69,0,0,0,0,7,2,8,4,116900
1149,6,4,409,1,3,3,0,4,0,17,0,2,0,5,6,8,24,38,3,1,12,13,3,2,2,309,0,4,60,1,0,1,4,118,120,0,386,0,1,1,0,3,1,3,5,6,0,2,64,2,0,0,0,0,0,0,0,6,3,8,4,143000
1150,0,3,310,1,0,3,0,4,0,12,2,2,0,2,5,4,51,0,1,1,3,3,3,4,1,0,0,562,223,1,0,1,0,186,0,0,78,0,0,1,0,2,1,2,2,6,1,1,55,2,0,0,87,0,0,0,0,10,1,8,4,124000
1151,0,3,1006,1,3,3,0,4,0,7,2,2,0,2,4,3,60,9,1,1,6,10,3,4,1,45,0,678,541,1,4,1,4,530,0,0,372,0,0,1,1,3,1,1,4,6,2,2,205,2,0,119,0,0,9,0,0,10,0,8,4,149900
1152,0,3,914,1,0,3,0,4,0,6,2,2,0,2,5,6,57,54,1,1,10,11,3,4,2,105,102,131,322,1,0,1,4,681,0,0,583,0,0,1,0,2,1,0,4,6,1,2,156,2,0,0,110,0,0,0,0,6,0,8,0,230000
1153,1,4,132,1,3,3,0,0,0,9,2,2,0,2,5,7,34,57,1,1,13,14,2,2,0,253,0,163,155,1,0,1,4,109,0,0,35,0,0,1,0,2,1,3,3,6,0,1,125,2,0,0,31,0,0,0,0,5,2,8,4,120500
1154,5,3,897,1,0,3,0,4,0,12,2,2,0,5,6,5,66,38,1,1,12,13,3,4,1,206,0,258,185,1,4,1,4,164,273,0,586,0,0,1,2,4,1,2,6,6,2,2,174,2,23,70,0,0,63,0,0,4,2,8,4,201800
1155,0,3,643,1,0,3,0,0,0,24,2,2,0,2,4,7,77,54,1,1,9,10,2,2,1,540,0,165,530,1,4,1,4,518,0,0,360,1,0,2,0,3,1,2,4,6,1,2,205,2,0,11,0,0,37,0,0,6,1,8,4,218000
1156,8,3,460,1,3,3,0,4,0,12,2,2,0,7,4,7,66,49,1,1,3,3,3,2,2,315,0,374,413,1,2,1,4,428,0,0,261,0,1,2,0,3,1,2,4,6,1,2,184,2,0,77,0,2,0,0,0,9,2,8,4,179900
1157,11,3,96,1,0,3,0,4,0,16,2,2,3,2,6,4,108,58,1,1,12,13,2,4,2,456,0,258,471,1,0,1,4,457,0,0,287,1,0,2,0,2,1,2,4,6,1,2,276,2,101,50,0,0,0,0,0,6,3,8,4,230000
1158,0,3,769,1,3,3,0,2,0,21,1,2,0,2,7,4,108,58,1,1,12,13,2,4,2,0,0,738,593,1,0,1,4,593,0,0,451,0,0,2,0,3,1,2,5,6,0,3,375,2,0,14,0,0,0,0,0,5,2,3,5,235128
1159,5,3,424,1,3,3,0,4,0,14,2,2,0,5,5,5,75,24,3,1,6,6,2,4,1,200,0,294,204,1,4,1,4,193,281,0,612,0,0,2,1,4,1,2,6,6,1,2,214,2,0,57,0,0,0,0,0,6,2,8,4,185000
1160,12,3,20,1,3,3,0,4,0,13,2,2,3,5,5,4,79,28,1,1,9,2,3,4,1,115,0,349,178,1,1,1,4,132,100,0,368,0,0,2,1,3,1,3,5,6,1,2,133,2,3,0,0,0,0,0,0,6,4,8,4,146000
1161,0,3,943,1,0,2,0,1,0,6,4,2,0,2,5,6,55,56,3,1,6,6,2,4,1,370,0,364,460,1,0,1,4,618,0,0,485,1,0,1,0,3,1,2,5,6,1,2,419,2,51,0,0,12,0,0,0,10,2,8,4,224000
1162,0,3,358,1,3,3,0,4,0,19,2,2,0,2,4,4,69,18,1,1,12,13,3,4,1,225,0,251,201,1,2,1,4,158,0,0,61,0,0,1,0,3,1,3,3,6,1,2,139,2,0,0,0,0,0,0,0,4,1,8,4,129000
1163,10,3,848,1,3,3,0,4,0,19,1,2,2,6,3,3,70,19,1,1,9,10,3,4,1,552,0,0,399,1,4,1,4,423,0,0,257,2,0,0,2,0,2,3,4,6,0,2,101,2,59,0,0,0,0,0,0,0,2,8,2,108959
1164,8,3,974,1,0,3,0,2,0,24,1,2,0,7,4,6,79,28,1,1,9,10,3,4,2,344,75,171,490,1,0,1,4,515,0,0,357,1,0,1,1,2,1,2,3,6,1,2,246,2,97,143,0,0,0,0,0,5,1,8,4,194000
1165,0,3,486,1,0,3,0,4,0,16,2,2,0,2,6,4,110,59,1,1,12,13,2,4,2,0,0,728,563,1,0,1,4,549,0,0,398,0,0,2,0,3,1,2,5,6,0,2,285,2,0,96,0,0,0,0,0,8,3,6,5,233170
1166,0,3,606,1,0,3,0,0,0,5,2,2,0,2,7,4,109,58,1,1,12,13,2,4,2,0,0,756,635,1,0,1,4,643,0,0,520,0,0,2,0,3,1,2,5,6,0,3,352,2,91,22,0,0,0,0,0,1,4,8,4,245350
1167,5,3,654,1,0,3,0,4,0,8,6,2,0,5,5,4,101,50,1,1,12,13,3,4,2,403,0,91,243,1,0,1,4,205,155,0,505,1,0,2,1,3,1,3,5,6,1,2,158,2,0,26,0,0,0,0,0,1,0,8,4,173000
1168,6,3,900,1,3,3,0,0,0,7,2,2,0,5,5,6,38,36,3,1,11,12,3,4,1,311,0,324,359,1,0,1,4,409,243,0,706,0,0,2,0,4,1,2,5,6,2,2,214,2,0,0,0,0,6,0,0,6,2,8,4,235000
1169,5,3,1055,1,0,3,0,1,0,15,2,2,0,5,9,4,96,46,3,1,6,6,2,2,2,597,0,348,682,1,0,1,4,685,413,0,856,1,0,3,1,4,1,2,8,6,1,3,364,2,220,63,0,0,0,0,0,6,0,8,4,625000
1170,8,3,527,1,3,3,0,4,0,11,2,2,0,7,5,5,78,27,1,1,9,10,3,4,1,244,0,368,337,1,4,1,4,324,0,0,172,1,0,1,0,3,1,3,4,6,1,1,78,2,128,0,0,0,0,5,0,6,2,8,4,171000
1171,0,3,424,1,3,3,0,4,0,12,2,2,0,2,5,5,59,8,3,1,8,8,3,4,1,334,0,381,440,1,0,1,4,425,0,0,258,1,0,1,0,3,1,3,4,6,1,2,126,2,0,0,0,0,66,0,15,10,2,8,4,163000
1172,12,1,63,1,0,3,0,4,0,21,2,2,4,5,6,4,107,57,1,1,8,8,2,4,2,0,0,394,51,1,0,1,4,23,108,0,252,0,0,2,1,2,1,2,3,6,0,2,275,2,0,42,0,0,0,0,0,2,2,8,4,171900
1173,4,3,1010,1,0,0,0,4,0,4,2,2,0,0,4,5,47,44,1,1,8,8,3,4,1,38,86,583,601,1,4,1,4,617,291,17,844,0,0,3,0,3,1,0,10,0,1,0,0,2,61,0,0,0,0,0,0,2,1,8,4,200500
1174,6,3,985,1,0,3,0,4,0,6,2,2,0,5,5,7,36,0,1,1,13,14,3,4,0,230,0,288,237,1,4,1,4,366,360,0,769,0,0,2,1,4,1,3,7,6,1,2,79,2,0,0,0,0,0,0,0,6,0,8,4,239000
1175,4,3,635,1,3,3,0,4,0,15,2,2,0,0,7,4,93,50,3,1,6,6,2,4,2,357,0,586,631,1,0,1,4,730,172,0,839,0,0,2,1,4,1,2,7,6,1,2,215,2,0,22,0,0,0,0,0,3,1,8,4,285000
1176,0,3,175,1,0,3,0,1,0,11,2,2,0,2,4,4,85,35,1,1,6,10,3,4,1,330,0,122,192,1,4,1,4,178,0,0,73,1,0,1,0,3,1,3,3,6,0,1,30,2,221,0,0,0,0,0,0,9,2,8,4,119500
1177,4,4,59,1,3,0,0,4,0,17,0,2,0,0,5,7,30,54,1,1,8,8,3,4,1,214,0,216,157,1,4,1,4,110,29,0,235,0,0,1,0,3,1,3,3,6,0,1,11,0,0,0,41,0,0,0,0,11,3,8,4,115000
1178,4,3,242,1,0,3,0,2,0,6,2,2,0,0,4,5,25,0,1,1,13,14,3,4,0,0,0,454,104,1,0,1,4,111,60,0,303,0,0,1,1,3,1,3,5,6,1,1,4,2,118,0,35,0,0,0,0,6,3,8,4,154900
1179,0,3,315,1,3,3,0,0,0,7,2,2,0,2,4,4,55,4,1,1,13,14,3,4,3,0,0,0,0,1,2,1,4,328,0,0,177,0,0,1,0,3,1,3,3,3,1,0,0,0,0,25,76,0,0,0,0,3,0,8,4,93000
1180,5,3,685,1,1,3,0,0,0,23,2,2,0,5,6,4,91,41,1,1,8,8,3,4,5,556,0,0,411,1,0,1,4,448,371,0,795,0,0,2,1,4,1,3,6,6,0,2,314,2,0,0,0,0,0,0,0,3,0,8,4,250000
1181,11,4,118,1,0,1,0,4,1,6,2,2,4,2,7,4,109,58,3,1,5,5,0,4,2,616,0,53,602,1,0,1,4,623,0,0,491,1,1,2,0,2,1,2,3,6,1,2,168,2,93,41,0,6,0,0,0,10,2,6,5,392500
1182,5,3,965,1,0,3,0,0,0,15,2,2,0,5,9,4,97,46,3,1,13,7,2,4,2,633,0,181,712,1,0,1,4,743,416,0,858,1,0,3,1,4,1,0,8,6,2,3,368,2,100,65,0,0,0,4,0,6,1,8,0,745000
1183,1,3,650,1,3,3,0,4,0,17,2,2,0,2,4,5,24,0,3,1,11,12,3,4,0,418,0,180,354,1,0,1,4,333,0,0,181,1,0,1,0,2,1,3,3,6,1,2,327,2,145,0,0,0,0,0,0,5,0,8,4,120000
